"","...1","playerID","Player","votedBy","G","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","PrimaryTeam","PrimaryLg","all_star","gold_glove","lou_gehrig_memorial_award","most_valuable_player","tsn_player_of_the_year","hutch_award","tsn_fireman_of_the_year","silver_slugger","hank_aaron_award","rookie_of_the_year","baseball_magazine_all_star","pitching_triple_crown","rolaids_relief_man_award","tsn_major_league_player_of_the_year","alcs_mvp","all_star_game_mvp","babe_ruth_award","tsn_pitcher_of_the_year","cy_young_award","nlcs_mvp","roberto_clemente_award","world_series_mvp","tsn_reliever_of_the_year","comeback_player_of_the_year","branch_rickey_award","reliever_of_the_year_award","triple_crown","tsn_guide_mvp","outstanding_dh_award","AVG","OBP","1B","SLG","Steroids","nice_guy_awards","Pos","war","all_stars"
"772",772,"streega01","Gabby Street","Veterans",504,1501,98,312,44,11,2,105,17,NA,119,NA,NA,16,41,NA,NA,"WS1","AL",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.208,0.267,255,0.256,0,0,"C",6.4,0
"773",773,"stuardi01","Dick Stuart","Veterans",1112,3997,506,1055,157,30,228,743,2,7,301,957,34,22,6,37,118,"PIT","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.264,0.316,640,0.489,0,0,"1B",7.8,2
"774",774,"suhrgu01","Gus Suhr","Veterans",1435,5176,714,1446,288,114,84,818,53,NA,718,433,NA,10,85,NA,NA,"PIT","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.279,0.363,960,0.428,0,0,"1B",22.3,1
"775",775,"sundbji01","Jim Sundberg","Veterans",1962,6021,621,1493,243,36,95,624,20,37,699,963,31,22,118,38,159,"TEX","AL",3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.248,0.321,1119,0.348,0,0,"C",40.5,3
"776",776,"surhobj01","B. J. Surhoff","Veterans",2313,8258,1062,2326,440,42,188,1153,141,84,640,839,81,33,71,104,169,"ML4","AL",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.282,0.329,1656,0.413,0,0,"LF",NA,NA
"777",777,"suzukic01","Ichiro Suzuki","BBWAA",2653,9934,1420,3089,362,96,117,780,509,117,647,1080,181,55,50,48,92,"SEA","AL",10,10,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.311,0.353,2514,0.402,0,0,"RF",60,10
"778",778,"suzukku01","Kurt Suzuki","BBWAA",1635,5563,594,1421,295,6,143,730,20,11,387,751,22,119,27,67,148,"OAK","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.255,0.313,977,0.388,0,0,"C",19.5,1
"779",779,"sweened01","Ed Sweeney","Veterans",644,1841,173,427,48,13,3,151,63,NA,181,NA,NA,28,69,NA,NA,"NYA","AL",NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.232,0.3,363,0.277,0,0,"C",NA,NA
"780",780,"sweenmi01","Mike Sweeney","Veterans",1454,5188,759,1540,325,5,215,909,53,25,522,613,61,74,5,59,142,"KCA","AL",5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.297,0.365,995,0.486,0,1,"DH",24.8,5
"781",781,"swishni01","Nick Swisher","BBWAA",1527,5369,805,1338,307,11,245,803,13,15,817,1373,42,56,13,53,131,"NYA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.249,0.351,775,0.447,0,0,"RF",21.4,1
"782",782,"tablepa01","Pat Tabler","Veterans",1202,3911,454,1101,190,25,47,512,16,20,375,559,22,24,15,37,113,"CLE","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.282,0.344,839,0.379,0,0,"1B",3.1,1
"783",783,"tartada01","Danny Tartabull","Veterans",1406,5011,756,1366,289,22,262,925,37,30,768,1362,47,17,2,44,110,"KCA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.273,0.368,793,0.496,0,0,"RF",23.3,1
"784",784,"tayloto02","Tony Taylor","Veterans",2195,7680,1005,2007,298,86,75,598,234,111,613,1083,49,78,91,39,166,"PHI","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.261,0.317,1548,0.352,0,0,"2B",23.2,2
"785",785,"tebbebi01","Birdie Tebbetts","Veterans",1162,3704,357,1000,169,22,38,469,29,23,389,261,NA,12,44,NA,NA,"DET","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.27,0.338,771,0.358,0,0,"C",3.9,4
"786",786,"teixema01","Mark Teixeira","BBWAA",1862,6936,1099,1862,408,18,409,1298,26,7,918,1441,91,111,0,64,158,"NYA","AL",3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.268,0.36,1027,0.509,0,0,"1B",50.6,3
"787",787,"tejadmi01","Miguel Tejada","BBWAA",2171,8434,1230,2407,468,23,307,1302,85,38,553,1079,73,122,23,71,277,"OAK","AL",6,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.285,0.335,1609,0.456,0,0,"SS",47.1,6
"788",788,"templga01","Garry Templeton","Veterans",2079,7721,893,2096,329,106,70,728,242,129,375,1092,144,9,57,46,167,"SDN","NL",3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.271,0.302,1591,0.369,0,0,"SS",27.8,3
"789",789,"templjo01","Johnny Temple","Veterans",1420,5218,720,1484,208,36,22,395,140,48,648,338,NA,13,122,NA,79,"CIN","NL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.284,0.357,1218,0.351,0,0,"2B",17.2,6
"790",790,"tenacge01","Gene Tenace","Veterans",1555,4390,653,1060,179,20,201,674,36,42,984,998,58,91,21,39,77,"OAK","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,0.241,0.386,660,0.429,0,0,"C",46.8,1
"791",791,"tettlmi01","Mickey Tettleton","Veterans",1485,4698,711,1132,210,16,245,732,23,29,949,1307,72,30,21,47,86,"DET","AL",2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.241,0.367,661,0.449,0,0,"C",29.3,2
"792",792,"thomafr03","Frank Thomas","Veterans",1766,6285,792,1671,262,31,286,962,15,22,484,894,NA,51,26,NA,191,"PIT","NL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.266,0.322,1092,0.454,0,0,"LF",18.7,3
"793",793,"thomago01","Gorman Thomas","Veterans",1435,4677,681,1051,212,13,268,782,50,49,697,1339,41,18,41,53,84,"ML4","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.225,0.322,558,0.448,0,0,"CF",19.8,1
"794",794,"thomair01","Ira Thomas","Veterans",484,1352,124,327,46,17,3,155,20,NA,82,NA,NA,22,29,NA,NA,"PHA","AL",3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.242,0.29,261,0.308,0,0,"C",8.2,0
"795",795,"thompja01","Jason Thompson","Veterans",1418,4802,640,1253,204,12,208,782,8,7,816,862,70,9,5,54,113,"DET","AL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.261,0.365,829,0.438,0,0,"1B",24.9,3
"796",796,"thompro01","Robby Thompson","Veterans",1304,4612,671,1187,238,39,119,458,103,62,439,987,8,66,99,19,72,"SFN","NL",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.257,0.323,791,0.403,0,0,"2B",33.8,2
"797",797,"thondi01","Dickie Thon","Veterans",1387,4449,496,1176,193,42,71,435,167,63,348,658,51,9,30,35,77,"HOU","NL",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.264,0.315,870,0.374,0,0,"SS",23.9,1
"798",798,"thornan01","Andre Thornton","Veterans",1565,5291,792,1342,244,22,253,895,48,37,876,851,69,41,14,71,129,"CLE","AL",2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0.254,0.359,823,0.452,0,2,"DH",24.1,2
"799",799,"tolanbo01","Bobby Tolan","Veterans",1282,4238,572,1121,173,34,86,497,193,100,258,587,27,65,64,39,91,"CIN","NL",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.265,0.31,828,0.382,0,1,"CF",10.1,0
"800",800,"travice01","Cecil Travis","Veterans",1328,4914,665,1544,265,78,27,657,23,32,402,291,NA,31,67,NA,NA,"WS1","AL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.314,0.365,1174,0.416,0,0,"SS",30.3,3
"801",801,"treshmi01","Mike Tresh","Veterans",1027,3169,326,788,75,14,2,297,19,21,402,263,NA,12,54,NA,NA,"CHA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.249,0.33,697,0.283,0,0,"C",2.2,1
"802",802,"triangu01","Gus Triandos","Veterans",1206,3907,389,954,147,6,167,608,1,0,440,636,NA,21,26,NA,128,"BAL","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.244,0.322,634,0.413,0,0,"C",14.1,4
"803",803,"trillma01","Manny Trillo","Veterans",1780,5950,598,1562,239,33,61,571,56,57,452,742,35,34,88,49,143,"CHN","NL",4,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0.263,0.312,1229,0.345,0,0,"2B",11.2,4
"804",804,"troutmi01","Mike Trout","BBWAA",1407,5094,1052,1543,296,51,350,896,204,37,919,1354,117,92,0,53,64,"LAA","AL",10,0,0,3,0,0,0,8,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.303,0.415,846,0.587,0,0,"CF",82.4,10
"805",805,"trumbma01","Mark Trumbo","BBWAA",1097,4085,532,1018,182,11,218,629,23,14,299,1097,20,16,0,19,106,"BAL","AL",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.249,0.302,607,0.459,0,0,"1B",9.5,2
"806",806,"tucketh01","Thurman Tucker","Veterans",701,2231,325,570,79,24,9,179,77,47,291,237,NA,4,16,NA,17,"CHA","AL",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.255,0.34,458,0.325,0,0,"CF",NA,NA
"807",807,"tulowtr01","Troy Tulowitzki","BBWAA",1291,4804,762,1391,264,24,225,780,57,32,511,900,48,47,10,43,146,"COL","NL",5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.29,0.36,878,0.495,0,0,"SS",44.5,5
"808",808,"turneju01","Justin Turner","BBWAA",1393,4522,652,1307,292,9,164,663,41,10,462,770,16,111,5,46,117,"LAN","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0.289,0.365,842,0.466,0,0,"3B",34.6,2
"809",809,"ugglada01","Dan Uggla","BBWAA",1346,4759,759,1149,238,18,235,706,26,21,626,1341,22,70,12,42,74,"FLO","NL",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.241,0.335,658,0.447,0,0,"2B",18.2,3
"810",810,"uptonju01","Justin Upton","BBWAA",1845,6721,1058,1754,350,38,325,1003,151,59,785,1971,49,78,3,59,142,"ARI","NL",4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.261,0.342,1041,0.469,0,0,"LF",32.3,4
"811",811,"utleych01","Chase Utley","BBWAA",1937,6857,1103,1885,411,58,259,1025,154,22,724,1193,62,204,6,72,93,"PHI","NL",6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.275,0.358,1157,0.465,0,0,"2B",64.5,6
"812",812,"valenbo02","Bobby Valentine","Veterans",639,1698,176,441,59,9,12,157,27,20,140,134,5,9,35,27,49,"CAL","NL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0.26,0.309,361,0.326,0,1,"SS",2,0
"813",813,"valenel01","Ellis Valentine","Veterans",894,3166,380,881,169,15,123,474,59,37,180,462,9,7,5,34,81,"MON","NL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.278,0.315,574,0.458,0,0,"RF",17.1,1
"814",814,"valenjo02","John Valentin","Veterans",1105,3917,614,1093,281,17,124,558,47,31,463,524,15,53,36,42,91,"BOS","AL",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.279,0.357,671,0.454,0,0,"SS",32.5,0
"815",815,"vanslan01","Andy Van Slyke","Veterans",1658,5711,835,1562,293,91,164,792,245,59,667,1063,55,27,12,61,94,"PIT","NL",3,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.274,0.348,1014,0.443,0,0,"CF",41.3,3
"816",816,"varitja01","Jason Varitek","Veterans",1546,5099,664,1307,306,14,193,757,25,18,614,1216,59,61,22,43,129,"BOS","AL",3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.256,0.339,794,0.435,0,0,"C",24.2,3
"817",817,"vaughgr01","Greg Vaughn","Veterans",1731,6103,1017,1475,284,23,355,1072,121,59,865,1513,54,37,11,54,101,"ML4","AL",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.242,0.336,813,0.47,0,0,"LF",30.9,4
"818",818,"vaughmo01","Mo Vaughn","Veterans",1512,5532,861,1620,270,10,328,1064,30,18,725,1429,144,108,0,45,136,"BOS","AL",3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.293,0.383,1012,0.523,0,0,"1B",27.1,3
"819",819,"venturo01","Robin Ventura","Veterans",2079,7064,1006,1885,338,14,294,1182,24,38,1075,1179,132,23,33,76,176,"CHA","AL",2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.267,0.361,1239,0.444,0,0,"3B",56.1,2
"820",820,"versazo01","Zoilo Versalles","Veterans",1400,5141,650,1246,230,63,95,471,97,48,318,810,26,40,50,29,92,"MIN","AL",2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.242,0.288,858,0.367,0,0,"SS",12.6,2
"821",821,"victosh01","Shane Victorino","BBWAA",1299,4630,731,1274,231,70,108,489,231,46,381,626,12,81,52,20,60,"PHI","NL",2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0.275,0.336,865,0.425,0,2,"CF",31.5,2
"822",822,"vidrojo01","Jose Vidro","Veterans",1418,5113,720,1524,341,12,128,654,23,16,478,556,35,37,36,44,145,"MON","NL",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.298,0.357,1043,0.445,0,0,"2B",17.4,3
"823",823,"vinafe01","Fernando Vina","Veterans",1148,4240,627,1196,194,49,40,343,116,67,288,292,11,157,33,24,71,"SLN","NL",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.282,0.346,913,0.379,0,0,"2B",12.3,1
"824",824,"virdobi01","Bill Virdon","Veterans",1583,5980,735,1596,237,81,91,502,47,54,442,647,41,8,53,39,84,"PIT","NL",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.267,0.314,1187,0.379,0,0,"CF",19.7,0
"825",825,"virgioz02","Ozzie Virgil","Veterans",739,2258,258,549,84,6,98,307,4,5,248,453,21,29,8,12,81,"PHI","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.243,0.323,361,0.416,0,0,"C",9,2
"826",826,"vogtst01","Stephen Vogt","BBWAA",794,2348,259,560,121,13,82,313,5,5,210,491,16,10,4,26,29,"OAK","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.239,0.3,344,0.406,0,0,"C",7,2
"827",827,"vosmijo01","Joe Vosmik","Veterans",1414,5472,818,1682,335,92,65,874,23,NA,514,272,NA,21,77,NA,NA,"CLE","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.307,0.364,1190,0.438,0,0,"LF",18,1
"828",828,"vottojo01","Joey Votto","BBWAA",1991,7044,1145,2093,453,22,342,1106,80,29,1338,1578,147,74,0,48,166,"CIN","NL",6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.297,0.412,1276,0.513,0,0,"1B",64.3,6
"829",829,"wagneha01","Hal Wagner","Veterans",672,1849,179,458,90,12,15,228,10,NA,253,152,NA,15,24,NA,NA,"PHA","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.248,0.339,341,0.334,0,0,"C",2.5,2
"830",830,"wagnele01","Leon Wagner","Veterans",1352,4426,636,1202,150,15,211,669,54,24,435,656,64,43,11,35,61,"CLE","AL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.272,0.339,826,0.455,0,0,"LF",11.7,3
"831",831,"waitked01","Eddie Waitkus","Veterans",1140,4254,528,1214,215,44,24,373,28,NA,372,204,NA,11,40,NA,75,"PHI","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.285,0.341,931,0.374,0,0,"1B",14.5,2
"832",832,"wakefdi01","Dick Wakefield","Veterans",638,2132,334,625,102,29,56,315,10,17,360,270,NA,3,10,NA,50,"DET","AL",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.293,0.394,438,0.447,0,0,"LF",NA,NA
"833",833,"walkedi02","Dixie Walker","Veterans",1905,6740,1037,2064,376,96,105,1023,59,NA,817,325,NA,16,93,NA,NA,"BRO","NL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.306,0.378,1487,0.437,0,0,"RF",44.9,5
"834",834,"walkege02","Gee Walker","Veterans",1784,6771,954,1991,399,76,124,997,223,NA,330,600,NA,44,66,NA,NA,"DET","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.294,0.328,1392,0.43,0,0,"LF",16.3,1
"835",835,"walkeha01","Harry Walker","Veterans",807,2651,385,786,126,37,10,214,42,NA,245,175,NA,7,78,NA,32,"SLN","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.296,0.348,613,0.383,0,0,"CF",12.4,2
"836",836,"walkene01","Neil Walker","BBWAA",1306,4583,611,1224,238,22,149,609,32,22,460,931,27,55,10,44,97,"PIT","NL",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.267,0.338,815,0.426,0,0,"2B",19.5,0
"837",837,"wallati01","Tim Wallach","Veterans",2212,8099,908,2085,432,36,260,1125,51,66,649,1307,89,77,6,77,192,"MON","NL",5,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.257,0.316,1357,0.416,0,0,"3B",38.5,5
"838",838,"wallsle01","Lee Walls","Veterans",902,2558,331,670,88,31,66,284,21,18,245,470,NA,16,34,NA,61,"CHN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.262,0.326,485,0.398,0,0,"RF",8.1,1
"839",839,"waltoje01","Jerome Walton","Veterans",598,1573,241,423,77,8,25,132,58,29,138,280,2,19,16,14,25,"CHN","NL",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.269,0.33,313,0.376,0,0,"CF",3.7,0
"840",840,"wardga01","Gary Ward","Veterans",1287,4479,594,1236,196,41,130,597,83,30,351,775,28,13,14,35,152,"MIN","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.276,0.327,869,0.425,0,0,"LF",17.6,2
"841",841,"washicl01","Claudell Washington","Veterans",1912,6787,926,1884,334,69,164,824,312,134,468,1266,77,36,25,51,140,"ATL","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.278,0.324,1317,0.42,0,0,"RF",19.6,2
"842",842,"watsobo01","Bob Watson","Veterans",1832,6185,802,1826,307,41,184,989,27,28,653,796,98,48,11,65,173,"HOU","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.295,0.363,1294,0.447,0,0,"1B",28.2,2
"843",843,"weeksri01","Rickie Weeks","BBWAA",1324,4417,733,1087,219,33,161,474,132,32,533,1230,13,134,9,19,77,"MIL","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.246,0.343,674,0.42,0,0,"2B",11.5,1
"844",844,"weisswa01","Walt Weiss","Veterans",1495,4686,623,1207,182,31,25,386,96,35,658,658,38,40,89,42,75,"OAK","NL",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.258,0.345,969,0.326,0,0,"SS",16.5,1
"845",845,"wellsve01","Vernon Wells","BBWAA",1731,6642,930,1794,379,34,270,958,109,37,472,956,24,31,2,65,168,"TOR","AL",3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0.27,0.318,1111,0.459,0,1,"CF",28.6,3
"846",846,"werthja01","Jayson Werth","BBWAA",1583,5484,883,1465,300,22,229,799,132,23,764,1450,32,64,4,50,99,"WAS","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.267,0.36,914,0.455,0,0,"RF",29.2,1
"847",847,"wertzvi01","Vic Wertz","Veterans",1862,6099,867,1692,289,42,266,1178,9,19,828,842,NA,27,24,NA,143,"DET","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.277,0.365,1095,0.469,0,0,"RF",27.1,4
"848",848,"westlwa01","Wally Westlake","Veterans",958,3117,474,848,107,33,127,539,19,NA,317,453,NA,33,26,NA,98,"PIT","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.272,0.343,581,0.45,0,0,"RF",14.7,1
"849",849,"westma02","Max West","Veterans",824,2676,338,681,136,20,77,380,19,NA,353,340,NA,13,15,NA,48,"BSN","NL",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.254,0.342,448,0.407,0,0,"LF",NA,NA
"850",850,"westrwe01","Wes Westrum","Veterans",919,2322,302,503,59,8,96,315,10,NA,489,514,NA,19,11,NA,60,"NY1","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.217,0.356,340,0.373,0,0,"C",12.6,2
"851",851,"westsa01","Sam West","Veterans",1753,6148,934,1838,347,101,75,838,53,56,696,540,NA,5,123,NA,NA,"WS1","AL",5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.299,0.364,1315,0.425,0,0,"CF",32.6,4
"852",852,"whitalo01","Lou Whitaker","Veterans",2390,8570,1386,2369,420,65,244,1084,143,75,1197,1099,79,20,89,91,143,"DET","AL",5,3,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.276,0.36,1640,0.426,0,0,"2B",75.1,5
"853",853,"whitebi03","Bill White","Veterans",1673,5972,843,1706,278,65,202,870,103,68,596,927,70,28,39,45,82,"SLN","NL",8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.286,0.349,1161,0.455,0,0,"1B",38.6,8
"854",854,"whitebu01","Burgess Whitehead","Veterans",924,3316,415,883,100,31,17,245,51,NA,150,138,NA,29,67,NA,90,"NY1","NL",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.266,0.298,735,0.331,0,0,"2B",NA,NA
"855",855,"whitede03","Devon White","Veterans",1941,7344,1125,1934,378,71,208,846,346,98,541,1526,32,87,61,47,98,"CAL","AL",3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.263,0.317,1277,0.419,0,0,"CF",47.3,3
"856",856,"whitefr01","Frank White","Veterans",2324,7859,912,2006,407,58,160,886,178,83,412,1035,27,30,101,65,156,"KCA","AL",5,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.255,0.289,1381,0.383,0,0,"2B",34.8,5
